smiles,HOMO (eV),Bandgap (eV),Mw (kg/mol),PCE_ave,value,index
CCCCC(CC)COc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nc(-c7ccc(C[C@@H](CC)CCCC)s7)c(-c7ccc(CC(CC)CCCC)s7)nc56)s4)sc3c(-c3ccc(OC[C@@H](CC)CCCC)cc3)c3cc(C)sc23)cc1,-0.2,0.17,-0.36,6.54,6.54,623
CCCCC(CC)Cc1ccc(-c2nc3c(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(C[C@@H](CC)CCCC)s7)c6s5)s4)c(F)c(F)c(-c4ccc(C)s4)c3nc2-c2ccc(C[C@@H](CC)CCCC)s2)s1,-0.61,0.02,-0.06,7.68,7.68,624
CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7ccc(CCCCCCCC)s7)c7sc(C)cc7c(-c7ccc(CCCCCCCC)s7)c6s5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,2.53,-0.08,-0.19,5.7,5.7,625
CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7cc(CCCCCC)c(CCCCCC)s7)c7sc(C)cc7c(-c7cc(CCCCCC)c(CCCCCC)s7)c6s5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,2.44,0.26,-0.17,3.4,3.4,626
CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)cc(F)c(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,-0.2,-0.17,0.65,7.15,7.15,627
CCCCCCCCc1ccc(-c2nc3c(-c4ccc(C)s4)cc(F)c(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)c3nc2-c2ccc(CCCCCCCC)s2)s1,0.17,0.02,1.15,7.42,7.42,628
CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)cc(F)c(-c4ccc(-c5cc6c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c7sc(C)cc7c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c6s5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,-0.97,-0.27,0.08,6.65,6.65,629
CCCCCCCCc1ccc(-c2nc3c(-c4ccc(C)s4)cc(F)c(-c4ccc(-c5cc6c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c7sc(C)cc7c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c6s5)s4)c3nc2-c2ccc(CCCCCCCC)s2)s1,-0.11,0.02,5.55,7.09,7.09,630
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(OC[C@H](CC)CCCCCC)c5sc(C)cc5c(OCC(CC)CCCCCC)c4s3)s2)c2nc3c4cccc5ccc6cccc(c3nc2c1-c1ccc(C)s1)c6c54,-0.2,-0.08,0.73,4.25,4.25,631
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(C[C@H](CC)CCCCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCCCC)s5)c4s3)s2)c2nc3c4cccc5ccc6cccc(c3nc2c1-c1ccc(C)s1)c6c54,0.03,-0.61,-0.13,4.86,4.86,632
CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c4c(c(-c5ccc(-c6cc7c(-c8cc(CCCCCCCC)c(CCCCCCCC)s8)c8sc(C)cc8c(-c8cc(CCCCCCCC)c(CCCCCCCC)s8)c7s6)s5)c3nc2-c2cccc(OCCCCCCCC)c2)C(=O)N(CC(CC)CCCC)C4=O)c1,2.89,-0.37,1.39,4.9,4.9,633
CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c4c(c(-c5ccc(-c6cc7c(-c8ccc(CC(CC)CCCC)s8)c8sc(C)cc8c(-c8ccc(CC(CC)CCCC)s8)c7s6)s5)c3nc2-c2cccc(OCCCCCCCC)c2)C(=O)N(CC(CC)CCCC)C4=O)c1,2.84,-0.47,1.9,3.5,3.5,634
CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c4c(c(-c5ccc(-c6cc7c(OCC(CC)CCCC)c8sc(C)cc8c(OCC(CC)CCCC)c7s6)s5)c3nc2-c2cccc(OCCCCCCCC)c2)C(=O)N(CC(CC)CCCC)C4=O)c1,2.21,-0.37,3.47,2.9,2.9,635
CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c4c(c(-c5ccc(-c6ccc(C)s6)s5)c3nc2-c2cccc(OCCCCCCCC)c2)C(=O)N(CC(CC)CCCC)C4=O)c1,2.25,-0.95,0.31,2.9,2.9,636
CCCCCCCCc1c2cc(-c3ccc(C4=C5C(=O)N(CC(CCCCCC)CCCCCCCC)C(c6ccc(C)s6)=C5C(=O)N4CC(CCCCCC)CCCCCCCC)s3)sc2c(CCCCCCCC)c2cc(C)sc12,-0.83,-1.3,0.01,4.1,4.1,637
CCCCCCC(CCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(CCC(CCCC)CCCCC)c6sc(C)cc6c(CCC(CCCC)CCCCC)c5s4)s3)N(CC(CCCC)CCCCCC)C(=O)C2=C1c1ccc(C)s1,-0.88,-1,-0.06,0.93,0.93,638
CCCCCCCCC(CCCCC)CCc1c2cc(-c3ccc(C4=C5C(=O)N(CCCCCCCC)C(c6ccc(C)s6)=C5C(=O)N4CCCCCCCC)s3)sc2c(CCC(CCCCC)CCCCCCCC)c2cc(C)sc12,-1.06,-1.73,-0.25,1.4,1.4,639
CCCCCCCCCCCCOc1c2cc(-c3ccc(C4=C5C(=O)N(CC(CCCC)CCCCCC)C(c6ccc(C)s6)=C5C(=O)N4CC(CCCC)CCCCCC)s3)sc2c(OCCCCCCCCCCCC)c2cc(C)sc12,-0.15,-1.05,0.29,4.35,4.35,640
CCCCCCCCCCCCc1c2cc(-c3ccc(C4=C5C(=O)N(CC(CCCC)CCCCCC)C(c6ccc(C)s6)=C5C(=O)N4CC(CCCC)CCCCCC)s3)sc2c(CCCCCCCCCCCC)c2cc(C)sc12,-0.15,-1.05,1.65,4.43,4.43,641
CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5cc6sc(C)cc6cc5s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,0.3,-1.05,-0.13,2.69,2.69,642
CCCCCCC(CCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)N(CC(CCCC)CCCCCC)C(=O)C2=C1c1ccc(C)s1,0.3,-1.05,4.59,2.95,2.95,643
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c6sc(C)cc6c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,0.48,-1.34,0.72,7.92,7.92,644
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(C)s7)=C6C(=O)N5CC(CC)CCCC)s4)sc3c(-c3ccc(CC(CC)CCCC)o3)c3cc(C)sc23)o1,-0.79,-1.34,0.37,3.5,3.5,645
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(C)o7)=C6C(=O)N5CC(CC)CCCC)o4)sc3c(-c3ccc(CC(CC)CCCC)o3)c3cc(C)sc23)o1,-0.42,-1.2,0.57,5.1,5.1,646
CCCCC(CC)COc1c2cc(-c3ccc(C4=C5C(=O)N(CC(CC)CCCC)C(c6ccc(C)s6)=C5C(=O)N4CC(CC)CCCC)s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12,-1.29,-0.76,0.45,1,1,647
CCCCC(CC)COc1c2cc(-c3ccc(C4=C5C(=O)N(CC(CC)CCCC)C(c6ccc(C)o6)=C5C(=O)N4CC(CC)CCCC)o3)sc2c(OCC(CC)CCCC)c2cc(C)sc12,-0.83,-0.61,0.46,2.9,2.9,648
CCCCC(CC)Cc1ccc2sc(-c3c4cc(-c5ccc(-c6sc(-c7ccc(C)c8nsnc78)c7c6OCC(CC(CC)CCCC)(CC(CC)CCCC)CO7)c6nsnc56)sc4c(-c4cc5cc(CC(CC)CCCC)ccc5s4)c4cc(C)sc34)cc2c1,-0.61,-0.37,-0.23,1.93,1.93,649
CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6cc7cc(CC(CC)CCCC)ccc7s6)c6sc(C)cc6c(-c6cc7cc(CC(CC)CCCC)ccc7s6)c5s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,-0.33,-1.69,-0.29,2.6,2.6,650
CCCCC(CC)COc1ccc(-c2cccc(C#Cc3c4cc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)s8)=C7C(=O)N6CC(CC)CCCC)s5)sc4c(C#Cc4cccc(-c5ccc(OCC(CC)CCCC)cc5)c4)c4cc(C)sc34)c2)cc1,-0.38,-1.59,-0.13,5.58,5.58,651
CCCCC(CC)COc1ccc(-c2ccc(F)c(C#Cc3c4cc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)s8)=C7C(=O)N6CC(CC)CCCC)s5)sc4c(C#Cc4c(F)ccc(-c5ccc(OCC(CC)CCCC)cc5)c4F)c4cc(C)sc34)c2F)cc1,-0.61,-2.08,-0.47,4.04,4.04,652
CCCCC(CC)COc1c2cc(-c3ccc(C4=C5C(=O)N(CCCCCCCCCCCCc6ccc(-c7ccc(C#N)cc7)cc6)C(c6ccc(C)s6)=C5C(=O)N4CCCCCCCCCCCCc4ccc(-c5ccc(C#N)cc5)cc4)s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12,0.26,0.51,-0.12,1.2,1.2,653
CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(C4=C5C(=O)N(CCCCCCCCCCCCc6ccc(-c7ccc(C#N)cc7)cc6)C(c6ccc(C)s6)=C5C(=O)N4CCCCCCCCCCCCc4ccc(-c5ccc(C#N)cc5)cc4)s3)cc21,0.44,1.63,-0.14,1.1,1.1,654
CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ncc(-c4cc5cc6sc(C)cc6cc5s4)s3)N(C[C@@H](CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ncc(C)s1,0.8,-0.91,1.7,3.2,3.2,655
CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ncc(-c4ccc(-c5ccc(C)s5)s4)s3)N(C[C@@H](CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ncc(C)s1,0.57,-1.2,0.76,5.1,5.1,656
CCCCCCC(CCCC)CN1C(=O)C2=C(c3ncc(-c4cc5c(s4)c4sc(C)cc4n5CC(CC)CCCC)s3)N(C[C@@H](CCCC)CCCCCC)C(=O)C2=C1c1ncc(C)s1,-0.7,-2.12,1.32,5.6,5.6,657
CCCCCCCCC(CCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCC)CCCCCCCC)c(-c4ccc(-c5ccc(C)s5)s4)s3)c3nsnc23)sc1C,-0.56,-0.32,-0.46,7,7,658
CCCCCCCCC(CCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCC)CCCCCCCC)c(-c4ccc(C)s4)s3)c3nsnc23)sc1C,0.08,-0.56,-0.24,3.7,3.7,659
CCCCCCCCC(CCCCCC)Cc1cc(-c2sc(-c3c(F)c(F)c(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5cc(CC(CCCCCC)CCCCCCCC)c(-c6ccc(-c7c(F)c(F)c(-c8ccc(C)s8)c8nsnc78)s6)s5)s4)c4nsnc34)cc2CC(CCCCCC)CCCCCCCC)sc1C,-0.11,-0.42,0.28,9.7,9.7,660
CCCCCCCCC(CCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCC)CCCCCCCC)c(-c4cc(CC(CCCCCC)CCCCCCC)c(-c5ccc(-c6c(F)c(F)c(-c7ccc(C)s7)c7nsnc67)s5)s4)s3)c3nsnc23)sc1-c1cc(CC(CCCCCC)CCCCCCC)c(C)s1,-0.11,-0.42,0.14,10.5,10.5,661
CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nsnc56)s4)s3)c3nsnc23)sc1C,0.21,-0.52,0.06,4.3,4.3,662
CCCCCCCCCCCCc1cc(C)sc1-c1nc2cc3sc(-c4sc(-c5sc(-c6cc7c(cc(-c8cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(C)s8)c8nsnc87)c7nsnc67)cc5CC(CCCCCCCCCC)CCCCCCCCCCCC)cc4CCCCCCCCCCCC)nc3cc2s1,0.8,-0.03,-0.15,5.75,5.75,663
CCCCCCCCCCCCc1cc(C)sc1-c1nc2cc3sc(-c4sc(-c5sc(-c6cc7c(cc(-c8cc(CC(CCCCCCCC)CCCCCCCCCC)c(C)s8)c8nsnc87)c7nsnc67)cc5CC(CCCCCCCC)CCCCCCCCCC)cc4CCCCCCCCCCCC)nc3cc2s1,0.76,0.07,0.06,3.57,3.57,664
CCCCCCCCC(CCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5cc(CC(CCCCCC)CCCCCCCC)c(-c6nc7cc8sc(-c9sc(C)cc9CC(CCCCCC)CCCCCCCC)nc8cc7s6)s5)s4)c4nsnc43)c3nsnc23)sc1C,1.07,0.02,-0.3,2.41,2.41,665
CCCCCCCCC(CCCCCC)Cc1cc(C)sc1-c1nc2cc3sc(-c4sc(-c5sc(-c6cc7c(cc(-c8cc(CC(CCCC)CCCCCC)c(C)s8)c8nsnc87)c7nsnc67)cc5CC(CCCC)CCCCCC)cc4CC(CCCCCC)CCCCCCCC)nc3cc2s1,0.53,-0.13,-0.17,3.42,3.42,666
CCCCCCC(CCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCC)CCCCCC)c(-c5cc(CC(CCCC)CCCCCC)c(-c6nc7cc8sc(-c9sc(C)cc9CC(CCCC)CCCCCC)nc8cc7s6)s5)s4)c4nsnc43)c3nsnc23)sc1C,0.48,-0.17,-0.41,2.93,2.93,667
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4ccc(C)s4)ccc32)c2ccc(C)cc21,0.71,-0.66,-0.39,0.92,0.92,668
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4cc5sc(C)cc5s4)ccc32)c2ccc(C)cc21,0.44,-0.81,0.27,1.74,1.74,669
CCCCC(CC)COc1c2cc(-c3ccc4c(c3)N(CC(CC)CCCC)C(=O)/C4=C3/C(=O)N(CC(CC)CCCC)c4cc(C)ccc43)sc2c(OCC(CC)CCCC)c2cc(C)sc12,-0.61,-0.86,-0.41,1.91,1.91,670
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C\c2ccc(-c3ccc(/C=C4\C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c5cc(-c6cc7c(OCC(CC)CCCC)c8sc(C)cc8c(OCC(CC)CCCC)c7s6)ccc54)s3)s2)c2ccc(C)cc21,-0.42,-0.03,0.19,6.41,6.41,671
CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(C)c(-c5sc(C)cc5C)s4)ccc32)c2ccc(C)cc21,2.71,-0.91,-0.34,1.5,1.5,672
CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(C)c(-c5ccc(-c6sc(C)cc6C)s5)s4)ccc32)c2ccc(C)cc21,2.03,-0.71,-0.47,3.4,3.4,673
CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(C)c(-c5cc6c(OCC(CC)CCCC)c7sc(-c8sc(C)cc8C)cc7c(OCC(CC)CCCC)c6s5)s4)ccc32)c2ccc(C)cc21,2.44,-0.27,0.72,4.9,4.9,674
CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(C)c(-c5cc6c(CCC(CCCC)CCCCCC)c7sc(-c8sc(C)cc8C)cc7c(CCC(CCCC)CCCCCC)c6s5)s4)ccc32)c2ccc(C)cc21,2.75,-0.27,1.34,5.1,5.1,675
CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)ccc32)c2ccc(C)cc21,2.16,-0.42,0.54,2.8,2.8,676
CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4ccc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)s4)ccc32)c2ccc(-c3ccc(C)s3)cc21,1.89,-0.17,0.14,4.35,4.35,677
CCCCCCCCc1cc(C)sc1-c1ccc(-c2cc3c(OCC(CC)CCCC)c4sc(-c5ccc(-c6sc(-c7ccc8c(c7)N(CC(CCCCCC)CCCCCCCC)C(=O)/C8=C7/C(=O)N(CC(CCCCCC)CCCCCCCC)c8cc(C)ccc87)cc6CCCCCCCC)s5)cc4c(OC[C@H](CC)CCCC)c3s2)s1,1.3,-0.42,0.66,7.31,7.31,678
CCCCCCCCc1cc(C)sc1-c1cc(CCCCCCCC)c(-c2ccc(-c3cc4c(OCC(CC)CCCC)c5sc(-c6ccc(-c7sc(-c8sc(-c9ccc%10c(c9)N(CC(CCCCCC)CCCCCCCC)C(=O)/C%10=C9/C(=O)N(CC(CCCCCC)CCCCCCCC)c%10cc(C)ccc%109)cc8CCCCCCCC)cc7CCCCCCCC)s6)cc5c(OC[C@@H](CC)CCCC)c4s3)s2)s1,1.3,-0.42,3.84,3.98,3.98,679
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(-c8ccc(C)s8)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)ccc32)c2ccc(C)cc21,0.21,-0.61,-0.25,5.74,5.74,680
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(-c8ccc(C)s8)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)sc32)c2sc(C)cc21,-1.7,-3.24,0.04,2.43,2.43,681
CCCCCCCCc1cc(-c2c3cc(-c4ccc(-c5ccc6c(c5)N(CC(CC)CCCC)C(=O)/C6=C5/C(=O)N(CC(CC)CCCC)c6cc(-c7ccc(C)s7)ccc65)s4)sc3c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c3cc(C)sc23)sc1CCCCCCCC,0.85,-0.56,-0.01,4.76,4.76,682
CCCCCCCCc1cc(-c2c3cc(-c4ccc(-c5ccc6c(c5F)N(CC(CC)CCCC)C(=O)/C6=C5/C(=O)N(CC(CC)CCCC)c6c5ccc(-c5ccc(C)s5)c6F)s4)sc3c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c3cc(C)sc23)sc1CCCCCCCC,1.39,-0.66,0.06,7.04,7.04,683
CCCCCCCCCCc1ccc(C#Cc2c3cc(C)sc3c(C#Cc3ccc(CCCCCCCCCC)cc3)c3cc(C)sc23)cc1,1.3,0.02,-0.14,1.05,1.05,684
CCCCCCCCCCCCCCCCc1ccc(C#Cc2c3cc(C)sc3c(C#Cc3ccc(CCCCCCCCCCCCCCCC)cc3)c3cc(C)sc23)cc1,1.26,0.12,-0.25,0.47,0.47,685
CCCCCCCCCCc1ccc(C#Cc2c3cc(C)oc3c(C#Cc3ccc(CCCCCCCCCC)cc3)c3cc(C)oc23)cc1,0.26,1.73,-0.18,1.19,1.19,686
CCCCCCCCCCc1ccc(C#Cc2c3cc(-c4cc5c(C#Cc6ccc(CCCCCCCCCC)cc6)c6sc(C)cc6c(C#Cc6ccc(CCCCCCCCCC)cc6)c5s4)oc3c(C#Cc3ccc(CCCCCCCCCC)cc3)c3cc(C)oc23)cc1,-0.15,1.58,-0.24,0.79,0.79,687
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4cc5cc6cc(C)oc6cc5o4)ccc32)c2ccc(C)cc21,1.35,0.07,1.82,1.44,1.44,688
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4cc5cc6oc(C)cc6cc5o4)ccc32)c2ccc(C)cc21,0.71,-0.37,-0.01,0.65,0.65,689
CCCCCCCCCCc1cc(C)sc1-c1oc2cc3c(CCCCCCCCCC)c(-c4sc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)o8)=C7C(=O)N6C[C@@H](CC)CCCC)o5)cc4CCCCCCCCCC)oc3cc2c1CCCCCCCCCC,0.76,0.41,-0.25,2.89,2.89,690
CCCCCCCCCCCCCCN1C(=O)C2=C(c3ccc(-c4cc(CCCCCCCCCC)c(-c5oc6cc7c(CCCCCCCCCC)c(-c8sc(C)cc8CCCCCCCCCC)oc7cc6c5CCCCCCCCCC)s4)o3)N(CCCCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)o1,0.76,-0.08,-0.33,2.81,2.81,691
CCCCCCCCCCc1cc(C)sc1-c1oc2cc3c(CCCCCCCCCC)c(-c4sc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)s8)=C7C(=O)N6CC(CC)CCCC)s5)cc4CCCCCCCCCC)oc3cc2c1CCCCCCCCCC,1.21,0.41,-0.47,2.28,2.28,692
CCCCCCCCCCCCCCN1C(=O)C2=C(c3ccc(-c4cc(CCCCCCCCCC)c(-c5oc6cc7c(CCCCCCCCCC)c(-c8sc(C)cc8CCCCCCCCCC)oc7cc6c5CCCCCCCCCC)s4)s3)N(CCCCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,1.21,0.9,-0.59,0.97,0.97,693
CCCCCCCCOc1c2cc(-c3sc(C)c4sc(C(=O)C(CC)CCCC)cc34)oc2c(OCCCCCCCC)c2cc(C)oc12,-1.38,-0.91,-0.15,4.26,4.26,694
CCCCCCCCOc1c2cc(-c3sc(C)c4sc(C(=O)OCC(CC)CCCC)c(F)c34)oc2c(OCCCCCCCC)c2cc(C)oc12,-1.2,-0.91,0.1,5.17,5.17,695
CCCCCCCCOc1c2cc(-c3sc(C)c4sc(C(=O)C(CC)CCCC)c(F)c34)oc2c(OCCCCCCCC)c2cc(C)oc12,-1.01,-0.95,0.13,5.23,5.23,696
CCCCCCCCOc1c2cc(-c3sc(C)c4sc(S(=O)(=O)CC(CC)CCCC)cc34)oc2c(OCCCCCCCC)c2cc(C)oc12,-0.38,-0.52,-0.3,5.08,5.08,697
CCCCCCCCOc1c2cc(-c3sc(C)c4sc(C(=O)OCC(CC)CCCC)c(C#N)c34)oc2c(OCCCCCCCC)c2cc(C)oc12,0.48,-0.56,-0.37,2.28,2.28,698
CCCCC(CC)COc1c2cc(-c3sc(C)c4c(F)c(C(=O)C(CC)CCCC)sc34)oc2c(OCC(CC)CCCC)c2cc(C)oc12,-1.6,-1,-0.55,5.22,5.22,699
CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(C)c5c(F)c(C(=O)C(CC)CCCC)sc45)oc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)oc23)s1,-0.56,-1.1,-0.52,6.26,6.26,700
CCCCCCCCCCCCc1ccc(-c2c3cc(-c4sc(C)c5sc(C(=O)C(CC)CCCC)c(F)c45)sc3c(-c3ccc(CCCCCCCCCCCC)s3)c3cc(C)sc23)s1,-0.83,-0.76,-0.12,2.39,2.39,701
CCCCCCCCCCCCc1ccc(-c2c3cc(-c4sc(C)c5sc(C(=O)C(CC)CCCC)c(F)c45)sc3c(-c3ccc(CCCCCCCCCCCC)o3)c3cc(C)sc23)o1,-1.2,-0.95,-0.02,2.5,2.5,702
CCCCCCCCCCCCc1ccc(-c2c3cc(-c4sc(C)c5sc(C(=O)C(CC)CCCC)c(F)c45)oc3c(-c3ccc(CCCCCCCCCCCC)s3)c3cc(C)oc23)s1,-0.7,-1,0.84,3.18,3.18,703
CCCCCCCCCCCCc1ccc(-c2c3cc(-c4sc(C)c5sc(C(=O)C(CC)CCCC)c(F)c45)oc3c(-c3ccc(CCCCCCCCCCCC)o3)c3cc(C)oc23)o1,-0.97,-1.05,1.78,5.01,5.01,704
CCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5oc(C)cc5c(OCC(CC)CCCC)c4o3)c2C1=O,0.35,1.24,-0.46,6.3,6.3,705
CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5oc(C)cc5c(OCC(CC)CCCC)c4o3)c2C1=O,0.35,1.24,-0.35,6.9,6.9,706
CCCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5oc(C)cc5c(OCC(CC)CCCC)c4o3)c2C1=O,0.35,1.24,-0.4,6.9,6.9,707
CCCCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5oc(C)cc5c(OCC(CC)CCCC)c4o3)c2C1=O,0.35,1.24,-0.39,5.9,5.9,708
CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c2C1=O,-0.2,0.65,-0.29,6.7,6.7,709
CCCCCCCCCCCCCCCCCCCCOc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c6oc(C)cc6c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5o4)cc3OCCCCCCCCCCCCCCCCCCCC)nc2s1,-0.11,-0.08,-0.54,4.61,4.61,710
CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(-c5cc6c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c7oc(C)cc7c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c6o5)s4)cc(F)c(-c4ccc(C)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,-0.38,-0.22,-0.16,2.22,2.22,711
